Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_1,15,2773.392,High Memory,composite_indexes,Large
query_1,16,3098.834,High Memory,composite_indexes,Large
query_1,17,2878.65,High Memory,composite_indexes,Large
query_1,18,3199.554,High Memory,composite_indexes,Large
query_1,19,3070.117,High Memory,composite_indexes,Large
query_1,20,2616.795,High Memory,composite_indexes,Large
query_1,21,3222.708,High Memory,composite_indexes,Large
query_1,22,2803.848,High Memory,composite_indexes,Large
query_1,23,2943.402,High Memory,composite_indexes,Large
query_1,24,3010.556,High Memory,composite_indexes,Large
query_1,25,2470.444,High Memory,composite_indexes,Large
query_1,26,3020.562,High Memory,composite_indexes,Large
query_1,27,2662.981,High Memory,composite_indexes,Large
query_1,28,2483.48,High Memory,composite_indexes,Large
query_1,29,2677.149,High Memory,composite_indexes,Large
query_1,30,2700.874,High Memory,composite_indexes,Large
query_2,1,106.4,High Memory,composite_indexes,Large
query_2,2,99.133,High Memory,composite_indexes,Large
query_2,3,90.437,High Memory,composite_indexes,Large
query_2,4,89.122,High Memory,composite_indexes,Large
query_2,5,99.049,High Memory,composite_indexes,Large
query_2,6,90.396,High Memory,composite_indexes,Large
query_2,7,92.452,High Memory,composite_indexes,Large
query_2,8,101.63,High Memory,composite_indexes,Large
query_2,9,89.156,High Memory,composite_indexes,Large
query_2,10,93.804,High Memory,composite_indexes,Large
query_2,11,90.645,High Memory,composite_indexes,Large
query_2,12,93.743,High Memory,composite_indexes,Large
query_2,13,101.734,High Memory,composite_indexes,Large
query_2,14,99.996,High Memory,composite_indexes,Large
query_2,15,121.412,High Memory,composite_indexes,Large
query_2,16,96.388,High Memory,composite_indexes,Large
query_2,17,96.969,High Memory,composite_indexes,Large
query_2,18,100.691,High Memory,composite_indexes,Large
query_2,19,101.837,High Memory,composite_indexes,Large
query_2,20,99.909,High Memory,composite_indexes,Large
query_2,21,94.734,High Memory,composite_indexes,Large
query_2,22,118.084,High Memory,composite_indexes,Large
query_2,23,99.133,High Memory,composite_indexes,Large
query_2,24,100.12,High Memory,composite_indexes,Large
query_2,25,99.216,High Memory,composite_indexes,Large
query_2,26,121.032,High Memory,composite_indexes,Large
query_2,27,92.56,High Memory,composite_indexes,Large
query_2,28,97.127,High Memory,composite_indexes,Large
query_2,29,94.315,High Memory,composite_indexes,Large
query_2,30,104.927,High Memory,composite_indexes,Large
query_3,1,199.026,High Memory,composite_indexes,Large
query_3,2,169.396,High Memory,composite_indexes,Large
query_3,3,159.583,High Memory,composite_indexes,Large
query_3,4,187.038,High Memory,composite_indexes,Large
query_3,5,199.224,High Memory,composite_indexes,Large
query_3,6,180.214,High Memory,composite_indexes,Large
query_3,7,163.628,High Memory,composite_indexes,Large
